MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,DEP_DEL15,DEP_TIME_BLK,CRS_ARR_TIME,ARR_TIME,ARR_DELAY_NEW,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,...33
6,26,3,WN,N931WN,882,13232,MDW,"Chicago, IL",11193,CVG,"Cincinnati, OH",0700,0653,0,0,0700-0759,0905,0848,0,0900-0959,0,,65,55,249,1,,,,,,
6,26,3,AA,N9619V,1538,15624,VPS,"Valparaiso, FL",11298,DFW,"Dallas/Fort Worth, TX",0718,0705,0,0,0700-0759,0929,0859,0,0900-0959,0,,131,114,641,3,,,,,,
6,9,7,9E,N294PQ,5433,12339,IND,"Indianapolis, IN",11433,DTW,"Detroit, MI",1758,1818,20,1,1700-1759,1914,1926,12,1900-1959,0,,76,68,231,1,,,,,,
6,20,4,DL,N331DN,2811,10397,ATL,"Atlanta, GA",11278,DCA,"Washington, DC",1614,1737,83,1,1600-1659,1806,1922,76,1800-1859,0,,112,105,547,3,0,0,76,0,0,
6,18,2,9E,N294PQ,5166,10397,ATL,"Atlanta, GA",10874,CAK,"Akron, OH",0942,0945,3,0,0900-0959,1129,1132,3,1100-1159,0,,107,107,528,3,,,,,,
6,22,6,AS,N305AS,691,14107,PHX,"Phoenix, AZ",14747,SEA,"Seattle, WA",1730,1727,0,0,1700-1759,2030,2037,7,2000-2059,0,,180,190,1107,5,,,,,,
6,2,7,WN,N726SW,5477,11259,DAL,"Dallas, TX",12339,IND,"Indianapolis, IN",2045,2301,136,1,2000-2059,2350,0153,123,2300-2359,0,,125,112,755,4,0,0,0,0,123,
6,9,7,NK,N684NK,528,14843,SJU,"San Juan, PR",11697,FLL,"Fort Lauderdale, FL",1641,1729,48,1,1600-1659,1924,1954,30,1900-1959,0,,163,145,1046,5,0,0,0,0,30,
6,30,7,9E,N294PQ,3319,11057,CLT,"Charlotte, NC",12953,LGA,"New York, NY",1515,1556,41,1,1500-1559,1725,1805,40,1700-1759,0,,130,129,544,3,0,0,40,0,0,
6,28,5,B6,N645JB,405,10721,BOS,"Boston, MA",12954,LGB,"Long Beach, CA",1718,1822,64,1,1700-1759,2045,2121,36,2000-2059,0,,387,359,2602,11,3,0,0,0,33,
6,26,3,OO,N641CA,4139,11433,DTW,"Detroit, MI",14524,RIC,"Richmond, VA",0715,0757,42,1,0700-0759,0855,0921,26,0800-0859,0,,100,84,456,2,26,0,0,0,0,
6,9,7,WN,N7714B,4618,10397,ATL,"Atlanta, GA",11042,CLE,"Cleveland, OH",0900,0900,0,0,0900-0959,1050,1026,0,1000-1059,0,,110,86,554,3,,,,,,
6,6,4,AS,N481AS,53,11618,EWR,"Newark, NJ",14057,PDX,"Portland, OR",1540,1542,2,0,1500-1559,1855,1829,0,1800-1859,0,,375,347,2434,10,,,,,,
6,8,6,B6,N629JB,877,10721,BOS,"Boston, MA",12889,LAS,"Las Vegas, NV",1742,1744,2,0,1700-1759,2043,2016,0,2000-2059,0,,361,332,2381,10,,,,,,
6,3,1,OO,N285SY,3517,13342,MKE,"Milwaukee, WI",12953,LGA,"New York, NY",0645,0643,0,0,0600-0659,1004,0959,0,1000-1059,0,,139,136,738,3,,,,,,
6,1,6,OO,N946SW,5324,12339,IND,"Indianapolis, IN",13930,ORD,"Chicago, IL",1653,2056,243,1,1600-1659,1710,2143,273,1700-1759,0,,77,107,177,1,0,0,273,0,0,
6,11,2,AS,N634VA,1806,14057,PDX,"Portland, OR",14771,SFO,"San Francisco, CA",1255,1247,0,0,1200-1259,1450,1458,8,1400-1459,0,,115,131,550,3,,,,,,
6,21,5,B6,N987JT,1503,12478,JFK,"New York, NY",14843,SJU,"San Juan, PR",2330,0008,38,1,2300-2359,0327,0343,16,0001-0559,0,,237,215,1598,7,16,0,0,0,0,
6,22,6,WN,N204WN,1528,10994,CHS,"Charleston, SC",13232,MDW,"Chicago, IL",0645,0648,3,0,0600-0659,0745,0749,4,0700-0759,0,,120,121,745,3,,,,,,
6,13,4,WN,N920WN,1257,10713,BOI,"Boise, ID",12889,LAS,"Las Vegas, NV",1600,1559,0,0,1600-1659,1645,1638,0,1600-1659,0,,105,99,519,3,,,,,,
6,3,1,9E,N176PQ,5194,12197,HPN,"White Plains, NY",10397,ATL,"Atlanta, GA",1230,1241,11,0,1200-1259,1453,1450,0,1400-1459,0,,143,129,780,4,,,,,,
6,18,2,MQ,N606AE,3552,12451,JAX,"Jacksonville, FL",13303,MIA,"Miami, FL",0937,0946,9,0,0900-0959,1057,1053,0,1000-1059,0,,80,67,335,2,,,,,,
6,24,1,OH,N220PS,5041,11278,DCA,"Washington, DC",12323,ILM,"Wilmington, NC",0739,0739,0,0,0700-0759,0900,0844,0,0900-0959,0,,81,65,319,2,,,,,,
6,6,4,MQ,N623AE,3640,11986,GRR,"Grand Rapids, MI",13930,ORD,"Chicago, IL",2056,2217,81,1,2000-2059,2059,2215,76,2000-2059,0,,63,58,137,1,12,0,0,0,64,
6,10,1,WN,N564WN,797,10800,BUR,"Burbank, CA",12889,LAS,"Las Vegas, NV",0715,0711,0,0,0700-0759,0820,0810,0,0800-0859,0,,65,59,223,1,,,,,,
6,20,4,WN,N8567Z,1381,10721,BOS,"Boston, MA",13232,MDW,"Chicago, IL",0510,0509,0,0,0001-0559,0645,0635,0,0600-0659,0,,155,146,861,4,,,,,,
6,26,3,DL,N6706Q,2195,14635,RSW,"Fort Myers, FL",10397,ATL,"Atlanta, GA",0600,0600,0,0,0600-0659,0735,0734,0,0700-0759,0,,95,94,515,3,,,,,,
6,11,2,EV,N34110,4087,12266,IAH,"Houston, TX",10693,BNA,"Nashville, TN",1420,1417,0,0,1400-1459,1627,1602,0,1600-1659,0,,127,105,657,3,,,,,,
6,8,6,WN,N407WN,4716,11292,DEN,"Denver, CO",10721,BOS,"Boston, MA",1030,1034,4,0,1000-1059,1630,1638,8,1600-1659,0,,240,244,1754,8,,,,,,
6,19,3,AA,N920NN,241,13487,MSP,"Minneapolis, MN",13930,ORD,"Chicago, IL",1924,1954,30,1,1900-1959,2103,2128,25,2100-2159,0,,99,94,334,2,0,0,25,0,0,
6,9,7,OO,N194SY,3353,15023,STS,"Santa Rosa, CA",14057,PDX,"Portland, OR",1915,1906,0,0,1900-1959,2045,2035,0,2000-2059,0,,90,89,489,2,,,,,,
6,6,4,OH,N260JS,5603,10868,CAE,"Columbia, SC",11278,DCA,"Washington, DC",0617,0607,0,0,0600-0659,0749,0730,0,0700-0759,0,,92,83,408,2,,,,,,
6,18,2,YX,N882RW,6038,10721,BOS,"Boston, MA",11066,CMH,"Columbus, OH",0902,0856,0,0,0900-0959,1116,1111,0,1100-1159,0,,134,135,640,3,,,,,,
6,19,3,UA,N490UA,1851,14831,SJC,"San Jose, CA",12266,IAH,"Houston, TX",1300,1252,0,0,1300-1359,1854,1827,0,1800-1859,0,,234,215,1608,7,,,,,,
6,18,2,AA,N931NN,657,10821,BWI,"Baltimore, MD",13930,ORD,"Chicago, IL",1519,1528,9,0,1500-1559,1637,1635,0,1600-1659,0,,138,127,621,3,,,,,,
6,12,3,AA,N543UW,1555,12892,LAX,"Los Angeles, CA",12889,LAS,"Las Vegas, NV",1236,1254,18,1,1200-1259,1354,1400,6,1300-1359,0,,78,66,236,1,,,,,,
6,9,7,NK,N526NK,877,10397,ATL,"Atlanta, GA",11697,FLL,"Fort Lauderdale, FL",1000,1005,5,0,1000-1059,1156,1213,17,1100-1159,0,,116,128,581,3,5,0,12,0,0,
6,14,5,AA,N837NN,1460,11298,DFW,"Dallas/Fort Worth, TX",14057,PDX,"Portland, OR",1044,1055,11,0,1000-1059,1251,1254,3,1200-1259,0,,247,239,1616,7,,,,,,
6,25,2,AA,N928NN,381,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1630,1624,0,0,1600-1659,1824,1749,0,1800-1859,0,,174,145,733,3,,,,,,
6,11,2,EV,N13992,4328,10781,BTR,"Baton Rouge, LA",12266,IAH,"Houston, TX",1415,1405,0,0,1400-1459,1526,1516,0,1500-1559,0,,71,71,253,2,,,,,,
6,17,1,AA,N803AL,1408,13930,ORD,"Chicago, IL",11298,DFW,"Dallas/Fort Worth, TX",1320,,,,1300-1359,1546,,,1500-1559,1,A,146,,801,4,,,,,,
6,2,7,YV,N82314,6016,10713,BOI,"Boise, ID",12266,IAH,"Houston, TX",0640,0637,0,0,0600-0659,1115,1125,10,1100-1159,0,,215,228,1482,6,,,,,,
6,11,2,OO,N925EV,5653,13264,MFR,"Medford, OR",12892,LAX,"Los Angeles, CA",0603,0556,0,0,0600-0659,0825,0810,0,0800-0859,0,,142,134,630,3,,,,,,
6,11,2,WN,N203WN,1941,14893,SMF,"Sacramento, CA",14679,SAN,"San Diego, CA",1145,1140,0,0,1100-1159,1315,1303,0,1300-1359,0,,90,83,480,2,,,,,,
6,1,6,AA,N523UW,1968,14107,PHX,"Phoenix, AZ",13303,MIA,"Miami, FL",0853,0848,0,0,0800-0859,1628,1558,0,1600-1659,0,,275,250,1972,8,,,,,,
6,14,5,B6,N632JB,251,10721,BOS,"Boston, MA",13204,MCO,"Orlando, FL",0825,0818,0,0,0800-0859,1134,1141,7,1100-1159,0,,189,203,1121,5,,,,,,
6,19,3,F9,N229FR,1659,14321,PWM,"Portland, ME",14492,RDU,"Raleigh/Durham, NC",1659,1649,0,0,1600-1659,1917,1843,0,1900-1959,0,,138,114,700,3,,,,,,
6,19,3,DL,N905DN,600,14057,PDX,"Portland, OR",13487,MSP,"Minneapolis, MN",1646,1651,5,0,1600-1659,2155,2146,0,2100-2159,0,,189,175,1426,6,,,,,,
6,17,1,MQ,N857AE,3449,11298,DFW,"Dallas/Fort Worth, TX",11067,CMI,"Champaign/Urbana, IL",1835,1953,78,1,1800-1859,2039,2157,78,2000-2059,0,,124,124,692,3,19,0,0,0,59,
6,18,2,G4,327NV,1417,14122,PIT,"Pittsburgh, PA",14986,SRQ,"Sarasota/Bradenton, FL",0730,0730,0,0,0700-0759,0949,0957,8,0900-0959,0,,139,147,912,4,,,,,,
6,21,5,DL,N910DL,2507,14685,SAV,"Savannah, GA",10397,ATL,"Atlanta, GA",0730,0726,0,0,0700-0759,0843,0838,0,0800-0859,0,,73,72,214,1,,,,,,
6,11,2,DL,N101DU,931,12953,LGA,"New York, NY",12266,IAH,"Houston, TX",1830,1838,8,0,1800-1859,2128,2144,16,2100-2159,0,,238,246,1416,6,8,0,8,0,0,
6,26,3,WN,N8687A,2393,14679,SAN,"San Diego, CA",14831,SJC,"San Jose, CA",1035,,,,1000-1059,1155,,,1100-1159,1,A,80,,417,2,,,,,,
6,9,7,AS,N251AK,383,14771,SFO,"San Francisco, CA",14057,PDX,"Portland, OR",0900,0855,0,0,0900-0959,1050,1041,0,1000-1059,0,,110,106,550,3,,,,,,
6,1,6,DL,N6706Q,2047,15304,TPA,"Tampa, FL",10397,ATL,"Atlanta, GA",1655,1650,0,0,1600-1659,1832,1815,0,1800-1859,0,,97,85,406,2,,,,,,
6,2,7,AS,N924VA,1353,10721,BOS,"Boston, MA",14771,SFO,"San Francisco, CA",1725,1758,33,1,1700-1759,2110,2152,42,2100-2159,0,,405,414,2704,11,8,0,9,0,25,
6,14,5,DL,N333NB,855,12953,LGA,"New York, NY",13487,MSP,"Minneapolis, MN",1429,1423,0,0,1400-1459,1642,1606,0,1600-1659,0,,193,163,1020,5,,,,,,
6,15,6,UA,N440UA,1778,15016,STL,"St. Louis, MO",13930,ORD,"Chicago, IL",1720,1727,7,0,1700-1759,1848,1840,0,1800-1859,0,,88,73,258,2,,,,,,
6,1,6,EV,N15983,4360,12339,IND,"Indianapolis, IN",11618,EWR,"Newark, NJ",1355,1348,0,0,1300-1359,1603,1552,0,1600-1659,0,,128,124,645,3,,,,,,
6,4,2,OO,N748SK,3251,11695,FLG,"Flagstaff, AZ",14107,PHX,"Phoenix, AZ",0615,0609,0,0,0600-0659,0713,0647,0,0700-0759,0,,58,38,119,1,,,,,,
6,27,4,AS,N630VA,1692,14747,SEA,"Seattle, WA",11066,CMH,"Columbus, OH",0945,0941,0,0,0900-0959,1715,1718,3,1700-1759,0,,270,277,2016,9,,,,,,
6,10,1,AA,N993NN,1003,15016,STL,"St. Louis, MO",13930,ORD,"Chicago, IL",0641,0641,0,0,0600-0659,0801,0802,1,0800-0859,0,,80,81,258,2,,,,,,
6,16,7,DL,N328NB,440,13495,MSY,"New Orleans, LA",12478,JFK,"New York, NY",1115,1113,0,0,1100-1159,1515,1525,10,1500-1559,0,,180,192,1182,5,,,,,,
6,9,7,9E,N921XJ,3497,12478,JFK,"New York, NY",14492,RDU,"Raleigh/Durham, NC",1125,1540,255,1,1100-1159,1319,1806,287,1300-1359,0,,114,146,427,2,0,0,32,0,255,
6,11,2,OO,N8932C,4165,15380,TVC,"Traverse City, MI",11433,DTW,"Detroit, MI",1930,2011,41,1,1900-1959,2038,2106,28,2000-2059,0,,68,55,207,1,0,0,0,0,28,
6,11,2,UA,N454UA,1204,14771,SFO,"San Francisco, CA",12266,IAH,"Houston, TX",2359,0003,4,0,2300-2359,0545,0540,0,0001-0559,0,,226,217,1635,7,,,,,,
6,12,3,WN,N7828A,1165,14908,SNA,"Santa Ana, CA",14107,PHX,"Phoenix, AZ",1410,1408,0,0,1400-1459,1525,1517,0,1500-1559,0,,75,69,338,2,,,,,,
6,19,3,WN,N466WN,1401,15016,STL,"St. Louis, MO",15370,TUL,"Tulsa, OK",2130,2139,9,0,2100-2159,2240,2244,4,2200-2259,0,,70,65,351,2,,,,,,
6,30,7,MQ,N613AE,3927,13930,ORD,"Chicago, IL",11337,DLH,"Duluth, MN",0938,0950,12,0,0900-0959,1119,1124,5,1100-1159,0,,101,94,397,2,,,,,,
6,3,1,OO,N864AS,3120,14107,PHX,"Phoenix, AZ",11638,FAT,"Fresno, CA",0730,0722,0,0,0700-0759,0911,0855,0,0900-0959,0,,101,93,493,2,,,,,,
6,25,2,EV,N11164,4197,12266,IAH,"Houston, TX",13061,LRD,"Laredo, TX",1015,1014,0,0,1000-1059,1127,1118,0,1100-1159,0,,72,64,301,2,,,,,,
6,11,2,WN,N256WN,1333,14057,PDX,"Portland, OR",11292,DEN,"Denver, CO",1015,1021,6,0,1000-1059,1345,1358,13,1300-1359,0,,150,157,991,4,,,,,,
6,26,3,AS,N267AK,766,14747,SEA,"Seattle, WA",14771,SFO,"San Francisco, CA",0600,0554,0,0,0600-0659,0825,0758,0,0800-0859,0,,145,124,679,3,,,,,,
6,5,3,WN,N903WN,1416,11042,CLE,"Cleveland, OH",10821,BWI,"Baltimore, MD",0600,0556,0,0,0600-0659,0715,0708,0,0700-0759,0,,75,72,314,2,,,,,,
6,10,1,WN,N269WN,1243,12889,LAS,"Las Vegas, NV",13796,OAK,"Oakland, CA",1605,1618,13,0,1600-1659,1735,1736,1,1700-1759,0,,90,78,407,2,,,,,,
6,13,4,AA,N119US,2673,11057,CLT,"Charlotte, NC",10792,BUF,"Buffalo, NY",0921,0956,35,1,0900-0959,1100,1129,29,1100-1159,0,,99,93,546,3,29,0,0,0,0,
6,23,7,WN,N7820L,5705,13232,MDW,"Chicago, IL",14747,SEA,"Seattle, WA",1910,1939,29,1,1900-1959,2140,2156,16,2100-2159,0,,270,257,1733,7,16,0,0,0,0,
6,9,7,AA,N951AA,1542,14107,PHX,"Phoenix, AZ",11278,DCA,"Washington, DC",2356,2354,0,0,2300-2359,0717,0655,0,0700-0759,0,,261,241,1979,8,,,,,,
6,1,6,DL,N372DN,2079,10721,BOS,"Boston, MA",11433,DTW,"Detroit, MI",0545,0542,0,0,0001-0559,0750,0742,0,0700-0759,0,,125,120,632,3,,,,,,
6,18,2,MQ,N227NN,3392,11298,DFW,"Dallas/Fort Worth, TX",11140,CRP,"Corpus Christi, TX",2024,2031,7,0,2000-2059,2144,2200,16,2100-2159,0,,80,89,354,2,7,0,9,0,0,
6,17,1,UA,N410UA,976,11292,DEN,"Denver, CO",14893,SMF,"Sacramento, CA",0940,0945,5,0,0900-0959,1118,1112,0,1100-1159,0,,158,147,909,4,,,,,,
6,22,6,AA,N924NN,1259,10721,BOS,"Boston, MA",13303,MIA,"Miami, FL",0728,0723,0,0,0700-0759,1107,1106,0,1100-1159,0,,219,223,1258,6,,,,,,
6,14,5,WN,N8679A,4387,15016,STL,"St. Louis, MO",12892,LAX,"Los Angeles, CA",2205,2202,0,0,2200-2259,2355,2351,0,2300-2359,0,,230,229,1592,7,,,,,,
6,23,7,UA,N24736,739,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",1030,1022,0,0,1000-1059,1242,1225,0,1200-1259,0,,132,123,746,3,,,,,,
6,18,2,OH,N253PS,5447,11057,CLT,"Charlotte, NC",13931,ORF,"Norfolk, VA",1459,1451,0,0,1400-1459,1614,1610,0,1600-1659,0,,75,79,290,2,,,,,,
6,19,3,UA,N456UA,1260,12892,LAX,"Los Angeles, CA",12889,LAS,"Las Vegas, NV",0845,1138,173,1,0800-0859,1000,1247,167,1000-1059,0,,75,69,236,1,5,0,0,0,162,
6,14,5,WN,N706SW,888,10821,BWI,"Baltimore, MD",14122,PIT,"Pittsburgh, PA",1610,1611,1,0,1600-1659,1720,1709,0,1700-1759,0,,70,58,210,1,,,,,,
6,3,1,OO,N466SW,5054,10967,CGI,"Cape Girardeau, MO",13930,ORD,"Chicago, IL",1200,1325,85,1,1200-1259,1348,1453,65,1300-1359,0,,108,88,339,2,0,0,0,0,65,
6,26,3,AS,N597AS,895,14679,SAN,"San Diego, CA",12173,HNL,"Honolulu, HI",0750,0749,0,0,0700-0759,1100,1041,0,1100-1159,0,,370,352,2614,11,,,,,,
6,22,6,DL,N960DN,1474,11042,CLE,"Cleveland, OH",10397,ATL,"Atlanta, GA",0900,0852,0,0,0900-0959,1048,1036,0,1000-1059,0,,108,104,554,3,,,,,,
6,25,2,WN,N258WN,924,11259,DAL,"Dallas, TX",14100,PHL,"Philadelphia, PA",1250,1300,10,0,1200-1259,1710,1642,0,1700-1759,0,,200,162,1295,6,,,,,,
6,24,1,WN,N747SA,245,13204,MCO,"Orlando, FL",11259,DAL,"Dallas, TX",2010,2009,0,0,2000-2059,2135,2153,18,2100-2159,0,,145,164,973,4,0,0,18,0,0,
6,30,7,OO,N712SK,2983,14107,PHX,"Phoenix, AZ",11921,GJT,"Grand Junction, CO",0845,0839,0,0,0800-0859,1116,1109,0,1100-1159,0,,91,90,438,2,,,,,,
6,25,2,EV,N13979,4179,11996,GSP,"Greer, SC",11618,EWR,"Newark, NJ",1745,1916,91,1,1700-1759,1946,2129,103,1900-1959,0,,121,133,594,3,0,0,103,0,0,
6,7,5,YX,N874RW,6072,12124,HHH,"Hilton Head, SC",10397,ATL,"Atlanta, GA",1755,1905,70,1,1700-1759,1905,2021,76,1900-1959,0,,70,76,238,1,0,0,6,0,70,
6,29,6,B6,N806JB,729,13204,MCO,"Orlando, FL",10732,BQN,"Aguadilla, PR",0610,0621,11,0,0600-0659,0856,0920,24,0800-0859,0,,166,179,1129,5,11,0,13,0,0,
6,27,4,WN,N7702A,418,13204,MCO,"Orlando, FL",14576,ROC,"Rochester, NY",0750,0754,4,0,0700-0759,1030,1030,0,1000-1059,0,,160,156,1033,5,,,,,,
6,14,5,DL,N835DN,623,12892,LAX,"Los Angeles, CA",11066,CMH,"Columbus, OH",2300,2311,11,0,2300-2359,0620,0634,14,0600-0659,0,,260,263,1995,8,,,,,,
6,14,5,NK,N659NK,511,12889,LAS,"Las Vegas, NV",14679,SAN,"San Diego, CA",1322,1351,29,1,1300-1359,1433,1500,27,1400-1459,0,,71,69,258,2,0,0,27,0,0,
6,6,4,WN,N212WN,1972,13891,ONT,"Ontario, CA",14893,SMF,"Sacramento, CA",1100,1211,71,1,1100-1159,1225,1328,63,1200-1259,0,,85,77,390,2,0,0,0,0,63,
6,13,4,WN,N7748A,1404,14679,SAN,"San Diego, CA",14771,SFO,"San Francisco, CA",1110,1137,27,1,1100-1159,1245,1302,17,1200-1259,0,,95,85,447,2,2,0,0,0,15,
6,5,3,OH,N584NN,5217,13851,OKC,"Oklahoma City, OK",11057,CLT,"Charlotte, NC",0656,0649,0,0,0600-0659,1039,1021,0,1000-1059,0,,163,152,940,4,,,,,,
6,11,2,WN,N770SA,1403,14771,SFO,"San Francisco, CA",14679,SAN,"San Diego, CA",0850,0850,0,0,0800-0859,1030,1022,0,1000-1059,0,,100,92,447,2,,,,,,
6,23,7,WN,N713SW,4002,13851,OKC,"Oklahoma City, OK",11292,DEN,"Denver, CO",0700,0659,0,0,0700-0759,0735,0750,15,0700-0759,0,,95,111,495,2,0,0,15,0,0,
6,25,2,WN,N8556Z,2254,10397,ATL,"Atlanta, GA",13796,OAK,"Oakland, CA",1555,1601,6,0,1500-1559,1800,1801,1,1800-1859,0,,305,300,2130,9,,,,,,
6,23,7,MQ,N224NN,4196,15023,STS,"Santa Rosa, CA",11298,DFW,"Dallas/Fort Worth, TX",1330,1455,85,1,1300-1359,1907,1030,,1900-1959,0,,217,,1495,6,,,,,,
6,6,4,WN,N927WN,1462,10821,BWI,"Baltimore, MD",12892,LAX,"Los Angeles, CA",2150,2152,2,0,2100-2159,0035,0023,0,0001-0559,0,,345,331,2329,10,,,,,,
6,17,1,DL,N922DL,1224,13303,MIA,"Miami, FL",10397,ATL,"Atlanta, GA",1644,1728,44,1,1600-1659,1852,1927,35,1800-1859,0,,128,119,594,3,0,10,0,0,25,
6,14,5,OH,N258PS,5521,11278,DCA,"Washington, DC",12451,JAX,"Jacksonville, FL",1140,1138,0,0,1100-1159,1337,1339,2,1300-1359,0,,117,121,634,3,,,,,,
6,21,5,DL,N349DX,1809,14869,SLC,"Salt Lake City, UT",11433,DTW,"Detroit, MI",1720,1716,0,0,1700-1759,2244,2240,0,2200-2259,0,,204,204,1481,6,,,,,,
6,28,5,WN,N725SW,600,12892,LAX,"Los Angeles, CA",14893,SMF,"Sacramento, CA",1805,1830,25,1,1800-1859,1935,1943,8,1900-1959,0,,90,73,373,2,,,,,,
6,10,1,WN,N294WN,416,15016,STL,"St. Louis, MO",10397,ATL,"Atlanta, GA",1920,1944,24,1,1900-1959,2200,2218,18,2200-2259,0,,100,94,484,2,18,0,0,0,0,
6,26,3,F9,N708FR,614,11292,DEN,"Denver, CO",13303,MIA,"Miami, FL",2359,0022,23,1,2300-2359,0551,0609,18,0001-0559,0,,232,227,1709,7,18,0,0,0,0,
6,1,6,OO,N903EV,5065,12902,LBL,"Liberal, KS",14288,PUB,"Pueblo, CO",0536,0526,0,0,0001-0559,0538,0516,0,0001-0559,0,,62,50,212,1,,,,,,
6,15,6,F9,N213FR,1615,14492,RDU,"Raleigh/Durham, NC",11433,DTW,"Detroit, MI",1712,1703,0,0,1700-1759,1903,1848,0,1900-1959,0,,111,105,501,3,,,,,,
6,21,5,UA,N442UA,265,11292,DEN,"Denver, CO",14908,SNA,"Santa Ana, CA",0801,0843,42,1,0800-0859,0924,1004,40,0900-0959,0,,143,141,846,4,0,0,0,0,40,
6,12,3,WN,N962WN,2512,10140,ABQ,"Albuquerque, NM",14107,PHX,"Phoenix, AZ",0600,0555,0,0,0600-0659,0615,0608,0,0600-0659,0,,75,73,328,2,,,,,,
6,8,6,WN,N208WN,4542,13487,MSP,"Minneapolis, MN",10821,BWI,"Baltimore, MD",0640,0635,0,0,0600-0659,1005,0957,0,1000-1059,0,,145,142,936,4,,,,,,
6,8,6,YX,N108HQ,4707,10693,BNA,"Nashville, TN",12953,LGA,"New York, NY",1510,1500,0,0,1500-1559,1830,1816,0,1800-1859,0,,140,136,764,4,,,,,,
6,26,3,G4,261NV,1212,11618,EWR,"Newark, NJ",10431,AVL,"Asheville, NC",1000,0952,0,0,1000-1059,1200,1200,0,1200-1259,0,,120,128,583,3,,,,,,
6,17,1,DL,N882DN,2485,10693,BNA,"Nashville, TN",10397,ATL,"Atlanta, GA",0525,0524,0,0,0001-0559,0732,0715,0,0700-0759,0,,67,51,214,1,,,,,,
6,25,2,WN,N400WN,2142,14107,PHX,"Phoenix, AZ",14893,SMF,"Sacramento, CA",2230,2231,1,0,2200-2259,0020,0017,0,0001-0559,0,,110,106,647,3,,,,,,
6,22,6,OH,N230PS,5620,15412,TYS,"Knoxville, TN",14100,PHL,"Philadelphia, PA",0500,0459,0,0,0001-0559,0651,0647,0,0600-0659,0,,111,108,554,3,,,,,,
6,28,5,AA,N875NN,2566,11298,DFW,"Dallas/Fort Worth, TX",14869,SLC,"Salt Lake City, UT",1649,1649,0,0,1600-1659,1833,1822,0,1800-1859,0,,164,153,989,4,,,,,,
6,26,3,DL,N367DN,1868,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",0825,0822,0,0,0800-0859,0943,0952,9,0900-0959,0,,138,150,813,4,,,,,,
6,20,4,OO,N429SW,7410,11013,CIU,"Sault Ste. Marie, MI",11433,DTW,"Detroit, MI",1550,1541,0,0,1500-1559,1710,1656,0,1700-1759,0,,80,75,284,2,,,,,,
6,9,7,DL,N899AT,1997,10397,ATL,"Atlanta, GA",15624,VPS,"Valparaiso, FL",1553,1553,0,0,1500-1559,1612,1613,1,1600-1659,0,,79,80,250,2,,,,,,
6,8,6,B6,N375JB,913,12197,HPN,"White Plains, NY",11697,FLL,"Fort Lauderdale, FL",0800,0759,0,0,0800-0859,1105,1116,11,1100-1159,0,,185,197,1097,5,,,,,,
6,18,2,DL,N908DA,1329,10397,ATL,"Atlanta, GA",13244,MEM,"Memphis, TN",2336,2333,0,0,2300-2359,2359,2354,0,2300-2359,0,,83,81,332,2,,,,,,
6,26,3,WN,N8565Z,1217,14679,SAN,"San Diego, CA",12339,IND,"Indianapolis, IN",1505,1740,155,1,1500-1559,2200,0034,154,2200-2259,0,,235,234,1782,8,13,0,0,0,141,
6,15,6,UA,N14118,2032,13204,MCO,"Orlando, FL",11618,EWR,"Newark, NJ",0715,0715,0,0,0700-0759,0953,0942,0,0900-0959,0,,158,147,937,4,,,,,,
6,19,3,UA,N17122,717,10721,BOS,"Boston, MA",12892,LAX,"Los Angeles, CA",1830,2334,304,1,1800-1859,2144,0218,274,2100-2159,0,,374,344,2611,11,0,0,0,0,274,
6,26,3,OO,N603SK,3906,14524,RIC,"Richmond, VA",11433,DTW,"Detroit, MI",1255,1254,0,0,1200-1259,1442,1436,0,1400-1459,0,,107,102,456,2,,,,,,
6,1,6,AA,N932AN,2491,11433,DTW,"Detroit, MI",11298,DFW,"Dallas/Fort Worth, TX",0710,0703,0,0,0700-0759,0907,0839,0,0900-0959,0,,177,156,986,4,,,,,,
